0,1,2,3,4,5,6,7,8,9,10
tt0462232,Cold Storage,Movie,Drama,2010,5.0,NO DATA,"['tt0462232', 'Nick Searcy', 'Matt Keeslar', 'Joelle Carter', 'Andy Boswell', 'Sean Bridgers', 'Abby Corrigan', 'Katie Engelmaier', 'Donnie Evans', 'Shelby Finnie', 'Brett Gentile']",[],"A young woman has a fatal car accident, and is discovered by a simple-minded mountain hermit. He takes her lifeless body back to his cabin. There he nurtures her as if she were alive... and in his mind she is.",Formato min incorrecto
tt0468529,One Way to Valhalla,Movie,Drama,2009,10.0,NO DATA,"['tt0468529', 'Gabriel Macht', 'Tony Rocha', 'Chaney Kley', 'Kim Dickens', 'Peter Edward Mussad', 'Dayna Keyes', 'Nick Scoggin', 'Nick Tagas', 'Alison Pill', 'Steve Talley']",[],"Bo Durant, a volatile, working-class gearhead, sees himself trapped in a world with few possibilities but when he falls off his stepdaughter's bike, suffers a concussion, stops eating, and smashes up the backyard with a sledgehammer, he begins to feel free for the first time in his life.",80
tt0470846,A Line in the Sand,Movie,Drama,2009,8.0,NO DATA,"['tt0470846', 'Gary Weeks', 'Rob Botts', 'Paul J. Alessi', 'Amie Barsky', 'Madison Bingham', 'Robert F. Botts Sr.', 'Curtis Grafton', 'Zack Kay', 'Julie Mac', 'Brian McConchie']",[],"Line in the Sand is the story of two US Marines lost in the wastelands of Iraq fighting insurgency, the environment, their own ideologies, and eventually each other, to survive.",Formato min incorrecto
tt0473102,The Perfect Game,Movie,Drama,2010,4.0,NO DATA,"['tt0473102', 'Clifton Collins Jr.', 'Cheech Marin', 'Moises Arias', 'Jake T. Austin', 'Jansen Panettiere', 'Ryan Ochoa', 'Gabriel Morales', 'Carlos Padilla', 'Tony Revolori', 'Mario Revolori']",[],"Based on a true story, a group of boys from Monterrey, Mexico who became the first non-U.S. team to win the Little League World Series.",NO DATA
tt0472033,9,Movie,Drama,2009,9.0,NO DATA,"['tt0472033', 'Elijah Wood', 'Jennifer Connelly', 'Crispin Glover', 'Christopher Plummer', 'Martin Landau', 'John C. Reilly', 'Fred Tatasciore', 'Alan Oppenheimer', 'Tom Kane', 'Helen Wilson']",[],Un muñeco de trapo que se despierta en un futuro post-apocalíptico tiene la clave para salvar a la humanidad.,NO DATA
tt0472198,Notorious,Movie,Drama,2009,1.0,NO DATA,"['tt0472198', 'Jamal Woolard', 'Anthony Mackie', 'Derek Luke', 'Momo Dione', 'Dennis L.A. White', 'Marc John Jefferies', 'Menyone DeVeaux', 'Christopher Jordan Wallace', 'Ricky Smith', 'Amanda Christopher']",[],"La historia de la vida y la muerte de Christopher Wallace, más conocido como The Notorious B. I. G., que salió directamente de Brooklyn a conquistar el mundo de la música rap.",NO DATA
tt0474819,Mortal Sin,Movie,Drama,2009,1.0,NO DATA,"['tt0474819', 'Tony Devon', 'Brea Bee', 'Sal Darigo', 'Freddie Ganno', 'Tony Luke Jr.', 'Norman Macera', 'Kenny Shapiro', 'Mark Moorehead', 'Charles Pendelton', 'Rich Bryant']",[],"Haunted by his past, a tough mob hit man tries to make some sense to his life.",NO DATA
tt0473705,State of Play,Movie,Drama,2009,6.0,NO DATA,"['tt0473705', 'Russell Crowe', 'Rachel McAdams', 'Ben Affleck', 'Helen Mirren', 'Robin Wright', 'Jason Bateman', 'Jeff Daniels', 'Michael Berresse', 'Harry Lennix', 'Josh Mostel']",[],"Cuando un trabajador del congreso muere asesinado, un periodista de Washington investiga el caso, que envuelve a un congresista con el que fue a la universidad.",NO DATA
tt0481419,Ouro Negro,Movie,Drama,2009,12.0,NO DATA,"['tt0481419', 'Luíza Curvo', 'Fernanda Diniz', 'Chico Díaz', 'Thiago Fragoso', 'Malu Galli', 'Felipe Kannenberg', 'Felipe Latge', 'Danton Mello', 'Maria Ribeiro', 'Walter Rosa']",[],"In the 1930s, João Martins runs an oil company in the State of Alagoas, Brazil. Struggling to prove the existence of oil in the region, he faces international intrigue and government corruption.",115
tt0480256,Night Fliers,Movie,Drama,2009,6.0,NO DATA,"['tt0480256', 'Luis Saguar', 'Sasha Harrison', 'Renee Harrison', 'Hedda Carney', 'Catherine Castellanos', 'Cailee Corbett', 'David Fine', 'Terri J. Freedman', 'Reese Romagnoli', 'Katy Tiemann']",[],"A story about the transformative friendship between four young kids experiencing the fun and torment of living in a rural town, while questioning and exploring their sexual identities.",87
tt0482525,InSearchOf,Movie,Drama,2009,,NO DATA,"['tt0482525', 'Emily Grace', 'Keith Nobbs', 'Michael Rady', 'Philip Raymond', 'Tracy Toth', 'Jack Barley', 'Laura L. Cottrel', 'Rachael Kemery', 'Kristofer Miller', 'Jamie Lea Thompson']",[],El sexo es la razón por la que estamos aquí. Poder. Amor. Sexo. Todos buscamos algo. Diez personajes cuya lujuria les lleva a un viaje de descubrimiento.,87
tt0483539,The Eleventh Aggression,Movie,Drama,2009,2.0,NO DATA,"['tt0483539', 'Lanny Rethaber', 'Patrick Adam', 'Steve Furedy', 'Amy Searcy', 'Patti Tindall', 'Rick Hammontree', 'Pete Kelly', 'Jose Rosete', 'Eleni C. Krimitsos', 'D. Dakota Denetsosie']",[],"Follow the two detectives, their women, their co-workers, their families and their minds as they twist and turn their way through the maze left by a determined, skilled serial killer as he doles out his revenge on those who encounter him.",Formato min incorrecto
tt0483701,"Karma, Confessions and Holi",Movie,Drama,2009,3.0,NO DATA,"['tt0483701', 'Rati Agnihotri', 'Armin Amiri', 'Kulraaj Anand', 'Farah Bala', 'Lisa Branch', 'Naomi Campbell', 'Vikram Chatwal', 'Vincent Curatola', 'Drena De Niro', 'Sticky Fingaz']",[],"The film is based on the inner conflicts of relationships, which hitherto never spoken earlier, but in a festive atmosphere of Holi, each one loses the inhibitions. The relationships eventually come out stronger.",110
tt0484474,Once Upon a Time in Dublin,Movie,Drama,2009,,NO DATA,"['tt0484474', 'Emmett J Scanlan', 'Eoin Macken', 'Bill Fellows', 'Karl Hayden', 'Patrick Moynan', 'Samantha Mumba', 'Marian Araujo', 'Karl Argue', 'Caprice Bourret', 'Barry John Byrne']",[],"The violent story of Jay and Jonnie Linski, two Polish-Irish brothers who try to come to terms with the brutal murder of their youngest sibling, Danny. The story follows the terrible hallucinatory visions that haunt bare-knuckle fighter Jonnie, as he battles with his own demons and a personal investigation into those responsible for the killing. As all his close relat... Leer todo",97
tt0485947,Mr. Nobody,Movie,Drama,2010,6.0,NO DATA,"['tt0485947', 'Jared Leto', 'Sarah Polley', 'Diane Kruger', 'Linh-Dan Pham', 'Rhys Ifans', 'Natasha Little', 'Toby Regbo', 'Juno Temple', 'Clare Stone', 'Thomas Byrne']",[],"Un chico espera en el andén, el tren está apunto de partir. ¿Debería irse con su madre, o quedarse con su padre? Mientras no escoja, todo es aún posible.",NO DATA
tt0486615,London Dreams,Movie,Drama,2009,10.0,NO DATA,"['tt0486615', 'Salman Khan', 'Ajay Devgn', 'Om Puri', 'Aditya Roy Kapoor', 'Paul Gregory', 'Varun Sharma', 'Goldy Notay', 'Chris Wilson', 'Asin Thottumkal', 'Lee Nicholas Harris']",[],"The story revolves around two childhood friends Arjun and Munnu who find a way to get from a small village in India to Wembley as Rock stars, having overcome their personalities.",Formato min incorrecto
